"","hospital","estimate"
"184","20420",-0.111341871520512
"185","20428",-0.0981926454647797
"186","20429",-0.141874270139461
"187","20432",-0.0745548327816468
"188","20433",-0.0790347448071216
"189","20446",-0.0642114698495803
"190","30003",0.0266200091513443
"191","30009",-0.0812301800520157
"192","30010",-0.100353862767035
"193","30011",0.00150070981464913
"194","30012",-0.0507305559329379
"195","30019",0.135603545096744
"196","30025",-0.0751425756042813
"197","30026",0.0312700141767426
"198","30027",-0.133457778587418
"199","30029",-0.0670759611330286
"200","30042",-0.0762877854802413
"201","30043",0.123490504824933
"202","30045",-0.111944922317155
"203","30049",-0.0383987641993119
"204","30057",-0.123363135914264
"205","30065",-0.00296350862215615
"206","30067",-0.140301094148469
"207","30069",-0.00225675377077628
"208","30070",-0.025109000943759
"209","30076",-0.081372282743898
"210","30079",-0.0546482930702563
"211","30080",-0.00179135587342219
"212","30085",-0.00266315756845221
"213","30086",-0.0775376662657918
"214","30087",-0.0293522926796177
"215","30091",0.0217012331143848
"216","30111",-0.0674630542322203
"217","30112",-0.067443389532341
"218","30113",-0.0954877214985986
"219","30116",0.133048320624128
"220","30120",-0.0846256182327669
"221","30121",-0.00236818707014284
"222","30122",-0.000886779678578763
"223","30125",0.0941197407060741
"224","30127",-0.117306561277559
"225","30128",-0.0847632711317433
"226","30130",0.929115287984889
"227","30133",0.265424545903452
"228","30135",-0.0129148413529671
"229","30136",-0.0551811800788433
"230","30141",-0.118250141464888
"231","30150",-0.00265660266843886
"232","30160",-0.113524653208154
"233","30163",0.0296689086947625
"234","30167",-0.147694752097303
"235","30172",0.0888338649068027
"236","30174",0.0222256251113771
"237","30179",-0.0507567755327927
"238","30182",-0.0741328863442277
"239","30184",0.415321942566982
"240","30186",-0.00255483973171156
"241","30192",0.181763467572041
"242","30194",0.030532036342108
"243","30195",-0.0453404393365902
"244","30196",0.152348275726262
"245","30197",0.111789124576185
"246","30198",-0.114107685303657
"247","30201",0.0138816182883445
"248","30203",0.455688679957136
"249","30205",-0.0849271436310362
"250","30210",0.250280891091396
"251","30213",-0.0844224163339259
"252","30216",-0.11779189308385
"253","30221",-0.000191960282339821
"254","30223",-0.077124707568152
"255","30225",0.0569851772669264
"256","30227",0.0228021849231193
"257","30230",-0.115976185794195
"258","30233",0.247710471729244
"259","30236",-0.0833649723326326
"260","30239",-0.00166025787416199
"261","30241",-0.0668498368113513
"262","30246",-0.0770415989759241
"263","30248",0.263517070014234
"264","30251",-0.0350303989041407
"265","30253",-0.0505732383338269
"266","30256",0.107975916336327
"267","30258",-0.0700716352083007
"268","30260",0.210179801288884
"269","30267",-0.0308610005469067
"270","30272",0.0942457597236924
"271","30274",0.00152905366647779
"272","30275",-0.0796034224291445
"273","30279",0.127965184135375
"274","30282",-0.0834654009393263
"275","30284",0.107954500615228
"276","30287",-0.116513687591124
"277","30291",-0.120616785758697
"278","30294",-0.0480099184473323
"279","30297",0.0740465774682697
"280","30298",-0.043807611627397
"281","30299",-0.094659823593953
"282","30300",-0.0759207110821615
"283","30301",-0.081478912249428
"284","30303",0.0328522486567516
"285","30304",-0.0282835215938338
"286","30305",0.00094256668382775
"287","30307",-0.0843175379341458
"288","30309",-0.0304986390125265
"289","30314",0.357732435862235
"290","30315",-0.00796383640040212
"291","30317",-0.0232325231033601
"292","30325",-0.0586356123591727
"293","30332",0.182309236503966
"294","30336",-0.0834978214379922
"295","30337",-0.0758530569754
"296","30341",-0.0253392081920384
"297","30344",-0.0300516219743828
"298","30346",-0.0184707366036212
"299","30350",-0.146285363812935
"300","30353",-0.0625882170365596
"301","30356",0.17193739948664
"302","30358",-0.00194867347251925
"303","30362",0.226714358702642
"304","30365",0.165262948467712
"305","30372",-0.11549112319695
"306","30373",0.49797266772729
"307","30374",0.165715236565177
"308","30378",0.0715938843749686
"309","30379",-0.0809745389534851
"310","30381",0.914017517472668
"311","30382",-0.0717630686075833
"312","30383",0.0386317225091883
"313","30389",-0.0198567496225701
"314","30397",-0.142752272733053
"315","30398",-0.0465989801294075
"316","30400",-0.117359000477246
"317","30401",-0.0727591441929823
"318","30402",0.0482172531722191
"319","30403",-0.0724659248006082
"320","30405",0.173524581529251
"321","30410",-0.0704431762843903
"322","30412",-0.121855661851641
"323","30413",-0.0832207645334642
"324","30428",-0.061369005643597
"325","30430",-0.0226003917169312
"326","30435",-0.147164074409312
"327","30448",-0.122655359647089
"328","30451",-0.014330081020157
"329","30454",0.19210526381495
"330","30455",-0.111564738119307
"331","30456",0.0688684138019664
"332","30463",-0.118036399849172
"333","30466",0.0991702909213097
"334","30468",-0.0806643535480089
"335","30470",-0.0867297411205932
"336","30474",0.273274409105286
"337","30480",-0.0755905069757688
"338","30483",-0.00148327557516876
"339","30488",0.0135156324424392
"340","30496",-0.0836358283383478
"341","30501",-0.0129086501779166
"342","30506",-0.0440032397441075
"343","30507",-0.0501406149362956
"344","30512",0.0181237271162152
"345","30517",0.49776946582845
"346","30520",-0.00190934407275045
"347","30524",-0.0676269267311701
"348","30526",-0.0795106911544089
"349","30528",0.0110572218657265
"350","30530",0.168258400097177
"351","30531",-0.0682168677278638
"352","30534",-0.141756281939847
"353","30535",-0.112047348164271
"354","30536",-0.045661629434753
"355","30541",-0.0738865869865603
"356","30542",0.000463883715095345
"357","30543",-0.124156431738538
"358","30544",0.16446325067227
"359","30547",0.192173547289643
"360","30555",0.0589256218847446
"361","30564",-0.00746966165199197
"362","30567",-0.124359633637301
"363","30570",0.229071442680997
"364","30574",-0.0742401975834253
"365","30587",0.0221546074370407
"366","30591",-0.112987151411081
"367","30592",-0.0498259797381206
"368","30603",-0.110017781728147
"369","30608",0.057109811911575
"370","30616",-0.0804304822566472
"371","30619",-0.0825214953447078
"372","30621",0.0724655650961988
"373","30622",0.119492964050996
"374","30623",-0.13222515959145
"375","30624",0.0285562855921873
"376","30626",-0.076953926168005
"377","30632",0.139843650849385
"378","30633",-0.0822375295390304
"379","30638",0.136645774190801
"380","30639",0.327404728305992
"381","30640",-0.00177169117354693
"382","30645",-0.00228952827057156
"383","30648",-0.115648171586964
"384","30650",-0.0751210132868227
"385","30654",0.288199285481854
"386","30659",0.0766629307567125
"387","30660",-0.0505011344342968
"388","30661",0.0568290165717559
"389","30662",0.584704796926674
"390","30665",0.914430476170336
"391","30670",0.421699860230695
"392","30688",0.0118831392610299
"393","30692",-0.116061399493449
"394","30693",-0.0808544456468371
"395","30695",-0.115464903597091
"396","30698",-0.0502586031356184
"397","30699",-0.00171269707386608
"398","30710",-0.0023091929705003
"399","30715",-0.0257696693535154
"400","30721",-0.0267834664376626
"401","30723",-0.131792737266145
"402","30725",0.0453026223121905
"403","30726",-0.117372173327609
"404","30733",0.408178448089296
"405","30738",0.0637856300000129
"406","30740",-0.0831376559411714
"407","30746",-0.0606414117477012
"408","30748",-0.0497932052383148
"409","30749",-0.0822724091459897
"410","40005",0.0608202538671063
"411","40006",0.261557154925415
"412","40008",-0.146993647010383
"413","40017",-0.0604447647488547
"414","40025",-0.0032793181647446
"415","40028",-0.0277951334419757
"416","40033",0.113384744625254
"417","40034",-0.00165370297423218
"418","40039",-0.00293846336670896
"419","40042",-0.0963440563725617
"420","40047",-0.0281687627398387
"421","40050",-0.0815120407505084
"422","40074",0.138487701080261
"423","40077",0.166880336309019
"424","40086",0.021458701815754
"425","40089",0.272035533012317
"426","40095",-0.0686587082740007
"427","40096",0.0242551639392577
"428","40113",0.0209998588183413
"429","40117",0.021589799814985
"430","40120",0.0211178470176532
"431","40123",-0.0514581498287307
"432","40133",0.116565381130078
"433","40156",0.102661455261744
"434","40161",-0.0472298853517466
"435","40162",0.330814383563777
"436","40172",-0.0329330325893146
"437","40185",-0.00322687896524937
"438","40187",0.0613966249418136
"439","40193",0.0214062626162498
"440","40194",-0.0163136716754747
"441","40196",-0.00286635946732024
"442","40202",-0.107077722815244
"443","40204",0.0223501682106594
"444","40210",0.249271436497122
"445","40214",-0.00233541257012049
"446","40225",-0.00112275607723464
"447","40226",0.0757057412200005
"448","40228",0.00985847647637124
"449","40229",0.497363062030771
"450","40230",0.00227253645347387
"451","40231",-0.0239722826670676
"452","40232",-0.025959761452447
"453","40238",0.472893131053515
"454","40240",0.931566820570967
"455","40241",0.0941908180490568
"456","40242",-0.050632232433523
"457","40243",-0.0278606824414309
"458","40244",0.212939470371729
"459","40251",0.0864459412087593
"460","40258",-0.0584848496599604
"461","40260",0.355362311445563
"462","40265",-0.0273756198441402
"463","40266",-0.00221742437098726
"464","40268",-0.0707730095042961
"465","40269",0.164342064272708
"466","40270",0.222325232438154
"467","40272",0.021393152816113
"468","40274",-0.04835732814535
"469","40276",0.04797361593124
"470","40277",-0.0830568920343678
"471","40283",0.422816298332236
"472","40286",0.0197236009200227
"473","40287",0.0199300372414773
"474","40288",0.747644922729305
"475","40289",-0.0494130210404543
"476","40295",0.149918379163232
"477","40303",0.133351129849789
"478","40310",0.0631399979915049
"479","40311",-0.00319410446524727
"480","40315",-0.0698097084188006
"481","40316",0.0144304761727695
"482","40329",-0.0831507657411284
"483","40330",-0.00248617526945797
"484","40331",0.604760159225587
"485","40334",-0.0679481168294585
"486","40342",0.0220289781124518
"487","40344",0.0565604329373086
"488","40346",0.198686057970266
"489","40347",-0.00191589897274929
"490","40353",-0.00275492616794289
"491","40356",0.471981999958701
"492","40358",-0.113223127809873
"493","40361",-0.00192245387248375
"494","40370",0.172486727256324
"495","40379",0.0218126664137194
"496","40394",1.02098674901592
"497","40399",-0.14243143663627
"498","40401",0.497304067931281
"499","40411",0.114699227071186
"500","40412",-0.114081819704917
"501","40414",-0.026687355348308
"502","40426",1.02103263331693
"503","40430",-0.0848201601242648
"504","40433",0.0172620419776139
"505","40438",-0.0809614291536166
"506","40441",0.024491742635359
"507","40444",0.22424999534643
"508","40451",-0.0822855189460516
"509","40452",0.0218847703133265
"510","40454",0.0856788233969319
"511","40469",0.0709667226893655
"512","40470",-0.0596319571534989
"513","40487",0.0219634291128546
"514","40491",-0.079204715963617
"515","40495",-0.00149638537510705
"516","40496",0.105107568924265
"517","40498",-0.00221742437081146
"518","40499",0.139188160853128
"519","40502",0.029395666788528
"520","40508",-0.116625120890473
"521","40510",0.210507699215918
"522","40512",0.0213341587164377
"523","40517",0.220280632922414
"524","40524",0.417648932054006
"525","40525",0.0275827534968181
"526","40536",-0.0518166986037348
"527","40540",-0.0756650699837654
"528","40542",-0.00300401236652478
"529","40546",-0.0555941387764437
"530","40558",0.207703485859302
"531","40563",0.0371048233469043
"532","40564",0.0849583329183903
"533","40569",0.0224812662099347
"534","40571",-0.0276837001426134
"535","40574",0.138456771803036
"536","40576",0.0479293943136407
"537","40587",-0.125657503829716
"538","40594",0.247356507131266
"539","40596",0.203224037571407
"540","40597",0.0989938556357545
"541","40598",0.014643442193365
"542","40608",1.02153080571283
"543","40613",0.268557884816289
"544","40620",0.0235038306041164
"545","40627",-0.0512090636302582
"546","40629",-0.0510910754309244
"547","40632",0.226029889360978
"548","40646",-0.0426660401517972
"549","40650",-0.0831442108410183
"550","40673",1.02111129211542
"551","40682",-0.0699408064180511
"552","50001",0.0123474176959172
"553","50003",-0.106523666046839
"554","50004",-0.0785549076441977
"555","50006",0.0235502430627242
"556","50007",-0.0856395226196675
"557","50015",-0.0569226783615492
"558","50016",-0.103783918934701
"559","50023",-0.111046901022166
"560","50026",0.0290858560026888
"561","50030",-0.0432753766392896
"562","50032",0.00815919062090432
"563","50036",-0.0277623589421414
"564","50040",0.0543108707415007
"565","50042",-0.0104766877759613
"566","50046",0.0685425035564594
"567","50049",-0.0727023928542614
"568","50050",0.00980248102802742
"569","50053",-0.0175336551180766
"570","50057",-0.0615632902646732
"571","50058",-0.136663124669087
"572","50059",-0.0386644257836638
"573","50060",0.0416110183002055
"574","50063",0.137878449384836
"575","50064",0.144859485981987
"576","50068",-0.107860596430146
"577","50069",0.162391796879935
"578","50071",-0.0463695586307033
"579","50075",0.0503264736231998
"580","50077",-0.0635628887543603
"581","50078",-0.0914610324120064
"582","50080",-0.146639328411121
"583","50082",-0.0242080332547465
"584","50083",0.348300723022151
"585","50086",-0.0118958561340435
"586","50089",0.436430910346179
"587","50093",-0.111669616518707
"588","50097",0.0688442616650554
"589","50100",0.0446743961427243
"590","50101",0.199387432266219
"591","50109",-0.119023619660466
"592","50110",-0.110712448195293
"593","50119",-0.078909391464155
"594","50121",-0.0213610798707199
"595","50125",0.0252551890665345
"596","50126",0.126748498457348
"597","50128",-0.138819417547782
"598","50129",0.0538381264989707
"599","50134",0.0298006940997491
"600","50136",0.112005428792123
"601","50138",0.200993535686003
"602","50141",0.100789898225387
"603","50143",-0.0234062751083456
"604","50150",-0.0635563338544688
"605","50152",-0.149825094585177
"606","50157",-0.11816492776537
"607","50158",-0.0532343747899185
"608","50164",-0.0488555005423907
"609","50166",-0.0620113858398436
"610","50168",-0.0512023558014721
"611","50170",0.89864186433052
"612","50171",0.0429175154998266
"613","50173",-0.0477874058496457
"614","50174",-0.110587434814668
"615","50177",0.0265201060027596
"616","50190",0.0429227637847475
"617","50195",-0.0607200705472792
"618","50196",-0.0257762242534489
"619","50200",-0.114035935405237
"620","50201",-0.0474265323506214
"621","50207",0.00492236759518194
"622","50211",-0.06557488904183
"623","50215",-0.0805201457488102
"624","50216",-0.0138464255787757
"625","50218",-0.0208030449393733
"626","50221",-0.0848602481497605
"627","50222",-0.0358802936340333
"628","50223",-0.0797943029589381
"629","50226",0.0555923976478563
"630","50227",-0.0220648067779542
"631","50228",0.0578547000664053
"632","50229",-0.0473220079522953
"633","50230",0.0551184072640547
"634","50231",-0.0120363999659576
"635","50232",0.223551528003677
"636","50234",0.118614607456003
"637","50240",0.110214248873821
"638","50243",0.140957983843058
"639","50246",-0.113628908397294
"640","50252",-0.115563074167744
"641","50256",-0.0625991294544894
"642","50257",-0.0689704120145737
"643","50258",0.38842215208024
"644","50259",-0.103102265536886
"645","50263",-0.0833277480401171
"646","50267",0.0651439576967991
"647","50270",-0.134735630079005
"648","50280",-0.0010637619775767
"649","50282",-0.0879151105620643
"650","50283",0.223964486701392
"651","50286",0.130420379190159
"652","50288",0.158398802392955
"653","50289",0.250464428290347
"654","50290",0.0236168860905742
"655","50294",-0.00963104263032369
"656","50298",-0.0235123457689688
"657","50303",0.0656499035448585
"658","50304",0.971824682357781
"659","50311",0.186057301661187
"660","50312",-0.100584926680636
"661","50315",-0.0402957839133658
"662","50321",0.0427176921033645
"663","50322",0.0217274527142227
"664","50331",-0.102295755570926
"665","50335",0.00738736398229897
"666","50337",-0.0809273081721788
"667","50344",-0.0267614490054516
"668","50347",0.0681038054661945
"669","50349",0.174002735225356
"670","50350",-0.0188852296039319
"671","50351",-0.0114079985961409
"672","50352",-0.115995697565275
"673","50353",0.0328836649956506
"674","50354",0.0223579232830247
"675","50365",-0.00225675377076349
"676","50366",0.131363618674368
"677","50367",-0.0662628843288599
"678","50368",0.0489278073988574
"679","50373",-0.0439489959330667
"680","50377",0.432582830067323
"681","50379",-0.0397214394582572
"682","50380",-0.134624196779611
"683","50381",0.070516844484007
"684","50387",-0.00631987356858051
"685","50393",-0.0610585629675443
"686","50395",-0.0472281463124994
"687","50397",0.19118321281962
"688","50398",-0.00950687306311596
"689","50399",-0.112764284812236
"690","50401",-0.0831045274402615
"691","50405",-0.141454402540466
"692","50409",-0.0592386631557201
"693","50410",-0.031108570116373
"694","50417",0.145772308903914
"695","50418",0.0747676164641476
"696","50420",-0.0275160627988922
"697","50421",0.0576190101330557
"698","50422",-0.12393368142004
"699","50423",-0.105690924542529
"700","50424",-0.11438334510321
"701","50426",0.00780817315381553
"702","50427",-0.0645785442475094
"703","50428",-0.144187880617243
"704","50431",0.0343185983337286
"705","50433",0.0806443984992892
"706","50434",-0.0812691554507403
"707","50436",-0.11032586202635
"708","50437",0.00322365057774247
"709","50438",0.25033988519103
"710","50441",-0.0164177882705045
"711","50443",-0.0810007585531952
"712","50449",-0.114808991462946
"713","50455",-0.104393323558994
"714","50456",-0.0471778001531904
"715","50457",0.0352245997317822
"716","50460",-0.111728256617187
"717","50462",-0.117922721874018
"718","50467",-0.104478268049418
"719","50471",0.118079563021422
"720","50473",-0.0757368198822095
"721","50475",-0.128685867612465
"722","50476",0.149662738064699
"723","50479",0.030440156487087
"724","50487",-0.0587470456584718
"725","50489",-0.0725236040281153
"726","50492",-0.104268511250594
"727","50496",0.066125032504767
"728","50499",0.129645410239698
"729","50502",-0.140156532348107
"730","50505",-0.0746949447892764
"731","50507",-0.00504800826116063
"732","50511",0.0225468152095045
"733","50512",-0.140982449743433
"734","50513",0.112642334964407
"735","50515",0.600383494427227
"736","50517",-0.059992476651299
"737","50520",-0.021022220266575
"738","50522",0.138664683379259
"739","50524",0.00221849315577503
"740","50528",-0.000283728881994363
"741","50530",0.0657068753850453
"742","50535",-0.00578954584489335
"743","50537",-0.139120858154023
"744","50541",-0.105645663452936
"745","50542",-0.0376850777829546
"746","50544",-0.0108569102913836
"747","50545",-0.0625451909290179
"748","50546",-0.0268345061315942
"749","50548",-0.0850896696484704
"750","50554",0.224151671846788
"751","50556",-0.0202505264163776
"752","50557",-0.0714682631051407
"753","50562",0.498169314726283
"754","50563",-0.132205438693122
"755","50565",-0.0490983858421687
"756","50570",-0.0275067178435636
"757","50571",-0.0192661509591259
"758","50574",-0.065633613932418
"759","50575",-0.0832556441404794
"760","50576",-0.103666083664177
"761","50582",0.104439391939253
"762","50583",-0.00130629327618201
"763","50584",0.176581415481041
"764","50585",-0.0792305815622754
"765","50586",-0.112298532913735
"766","50587",-0.106392922048733
"767","50590",-0.0451372374377435
"768","50591",0.162454088087785
"769","50592",0.249404993604942
"770","50596",-0.116683962061332
"771","50597",-0.027257631645058
"772","50605",0.0824058232082632
"773","50612",0.0246344175111635
"774","50614",0.236380313766653
"775","50629",-0.0405262788051377
"776","50630",-0.114245270066174
"777","50634",0.124323156877359
"778","50637",-0.0996672406858012
"779","50639",-0.110489111315212
"780","50641",-0.140831687044265
"781","50642",-0.0677252502306622
"782","50643",-0.081419918149903
"783","50646",-0.095385248595303
"784","50653",0.0107938433543488
"785","50654",-0.0017979107733884
"786","50655",-0.0249503068581696
"787","50657",-0.0675810424315306
"788","50658",-0.0645788982486551
"789","50660",-0.00521733331604704
"790","50661",-0.0599511388749799
"791","50666",-0.00626147004838854
"792","50669",-0.0621162642393455
"793","50677",0.0224353819101282
"794","50678",-0.0817542180477864
"795","50680",-0.0252977165561894
"796","50681",-0.0263202809503679
"797","50694",0.122751150848125
"798","50695",0.413659103083789
"799","50701",0.0370861419414062
"800","50704",0.111358329126042
"801","50705",-0.0689313518238724
"802","50707",0.0169020274596463
"803","50711",-0.114507888202544
"804","50712",0.0586940137268723
"805","50715",-0.134617995880794
"806","50716",-0.128285962516868
"807","50717",-0.00197489307237806
"808","50719",-0.045888417021369
"809","50721",-0.0261498535513435
"810","50723",-0.0671090896340731
"811","50724",0.181925504172962
"812","60003",0.000353872516722973
"813","60006",-0.0791191482629476
"814","60007",0.083984810213289
"815","60015",0.267935341798395
"816","60020",-0.082193750346611
"817","60022",-0.00254611029384141
"818","60027",-0.079355478662732
"819","60029",0.222404689719419
"820","60031",-0.0492819230412269
"821","60033",-0.0674237248322935
"822","60036",-0.0386000574736002
"823","60039",0.0657279110455472
"824","60046",0.0475323325264611
"825","60048",-0.0796632049598865
"826","60051",0.456014790129467
"827","60053",-0.0183175299660225
"828","60061",0.0825311922565979
"829","60062",-0.0940206312986444
"830","60066",0.0889014233368658
"831","60068",0.0628108449045836
"832","60072",-0.0181962933053948
"833","60090",-0.0799899574774835
"834","60092",-0.107067722743776
"835","60096",0.0446944148437377
"836","60098",-0.0669038502447288
"837","60099",-0.0751910120791367
"838","60100",-0.0262576749348857
"839","60101",-0.0531304972679061
"840","60112",-0.060005586451212
"841","60117",-0.0833846370325398
"842","60123",0.104994241022617
"843","60130",-0.052664098493126
"844","60132",0.065328713446689
"845","60134",0.000135784715602793
"846","60142",-0.0246422265599238
"847","60143",0.415131850468077
"848","60144",0.0760174273315383
"849","60148",0.435329333151332
"850","60154",-0.0674761640321382
"851","60161",0.0567165190277736
"852","60163",0.0888057503515498
"853","60169",-0.0736002764953296
"854","60170",-0.0520917170891119
"855","60171",-0.0815706808488356
"856","60172",0.200029812462629
"857","60175",-0.0272515753572873
"858","60176",-0.0953349782901439
"859","60185",-0.0256239359746654
"860","60188",0.035936867179324
"861","60191",-0.00885114812895478
"862","60194",0.0479190716242524
"863","60196",0.0173894143111506
"864","60198",-0.110141970826036
"865","60201",0.294320785545777
"866","60202",-0.0764950831705874
"867","60211",-0.0481544802475891
"868","60215",0.0443433634923504
"869","60226",-0.0271003212935843
"870","60231",0.144969582620269
"871","60234",-0.0529261220131686
"872","60239",-0.0790273796634433
"873","60258",-0.119167798865813
"874","60259",0.000576531441781339
"875","60265",0.0123795651491873
"876","60267",0.0727001299400626
"877","60272",-0.079389772977598
"878","60276",-0.0588453691579297
"879","60278",-0.0467365663406098
"880","60280",0.417891817353753
"881","60283",0.0610289774216351
"882","60286",-0.111879373317519
"883","60288",-0.0621162642393678
"884","60295",-0.0516874183987072
"885","60300",0.202015947151335
"886","60301",-0.0834912665380973
"887","60303",0.183157825365888
"888","60304",0.0335772661894404
"889","60308",-0.0742881869904743
"890","60311",-0.0353400912887245
"891","60316",-0.0927124918254852
"892","60319",0.0678214818639359
"893","60325",-0.104458957350676
"894","60328",0.163229848923908
"895","60329",0.275595742268932
"896","60332",-0.083190095140949
"897","60336",-0.0474252796385219
"898","60342",0.0334364414381757
"899","60343",0.184025262060349
"900","60345",-0.0398752875936167
"901","60348",0.0176495433346747
"902","60353",0.125034464810697
"903","60366",-0.0787651836648343
"904","60369",0.941366750017451
"905","60376",-0.0258286634531922
"906","60383",-0.079137820482287
"907","60387",0.076740054414567
"908","60389",0.0196855848805054
"909","60392",-0.00633433069462687
"910","60395",0.641290291310395
"911","70005",0.115575477544494
"912","70006",-0.0719035798905519
"913","70010",-0.0820233229475616
"914","70011",-0.0383529284919875
"915","70012",0.139042263006817
"916","70014",0.0293593324590149
"917","70015",-0.0192095252497397
"918","70035",-0.0246881108596697
