"","hospital","estimate"
"1","10001",-0.011954177965472
"2","10002",0.0237282661510346
"3","10008",-0.0337161789230455
"4","10009",-0.0327493523576872
"5","10016",-0.00444713022581076
"6","10018",-0.0344866188421315
"7","10020",0.0203983017901895
"8","10022",-0.0380398259426473
"9","10024",-0.00703996695473743
"10","10026",-0.0316616724719538
"11","10030",0.000646983597615194
"12","10033",-0.033640645598226
"13","10036",0.00340132392670919
"14","10037",-0.0389892592307639
"15","10038",-0.0284924136143201
"16","10040",-0.0331540266866082
"17","10043",-0.00449339675161543
"18","10044",-0.0349882795974187
"19","10045",0.00536001003228765
"20","10051",-0.00584982399269244
"21","10052",-0.0222540712968843
"22","10059",0.0126377755558617
"23","10060",-0.0108893686034241
"24","10065",-0.00149104516682165
"25","10074",-0.05863105367923
"26","10075",-0.0298337659975592
"27","10077",-0.00632945827399785
"28","10078",-0.0280662861846602
"29","10081",-0.0148186821659916
"30","10082",0.0350956341823035
"31","10085",-0.000972606490003429
"32","10087",-0.0249517805192543
"33","10088",0.0143724423281319
"34","10090",-0.030921445883708
"35","10091",-0.0297884460033266
"36","10097",0.024346662705413
"37","10099",-0.0181100160040989
"38","10102",0.0187472930212079
"39","10104",0.0113225273904187
"40","10105",-0.0216193285269679
"41","10112",-0.00654287678077194
"42","10117",-0.00361860063607294
"43","10119",-0.00106231357706151
"44","10122",-0.00899134346910236
"45","10125",-0.0196570556732376
"46","10126",0.0644223960069923
"47","10128",0.0245768224528868
"48","10129",0.00768068227891749
"49","10133",-0.025106600195653
"50","10138",-0.152192583005974
"51","10139",0.00967954338368984
"52","10143",0.0418781109516808
"53","10144",-0.0373124194070443
"54","10150",-0.0153467743428986
"55","10152",-0.004015654718258
"56","10154",-0.0189032696205527
"57","10155",0.00574128384315366
"58","10157",0.0198082131151984
"59","10159",0.000787590065006353
"60","10179",-0.0301963259587604
"61","20002",-0.0316012458126819
"62","20004",0.01301928224717
"63","20005",0.00619790076067472
"64","20006",0.0154831862267222
"65","20007",-0.0355019062098602
"66","20012",-0.00928781703339354
"67","20013",0.00518644788210188
"68","20017",-0.0199943661364997
"69","20018",0.0255816946895668
"70","20025",0.000845531407488858
"71","20027",-0.00557834626896768
"72","20028",0.0362787669081122
"73","20029",-0.0116316871750278
"74","20030",-0.00685882447092937
"75","20031",-0.0293534935227908
"76","20032",0.0206259598897023
"77","20033",0.0512151240281532
"78","20036",0.0329893008251714
"79","20038",0.0138864004054392
"80","20046",-0.0235341969354777
"81","20050",0.045127265731019
"82","20056",0.00529795824659923
"83","20057",-0.0278277203505856
"84","20064",0.00146594102083472
"85","20086",0.00223381162296335
"86","20088",0.00077075121709515
"87","20096",0.0626037325586835
"88","20105",-0.018215701516885
"89","20106",0.0242377422780844
"90","20108",-0.0214146842487872
"91","20110",0.0358454302665892
"92","20113",0.0213320707367295
"93","20115",0.0228380664628021
"94","20116",0.0024283128551941
"95","20121",0.0364396305889273
"96","20125",0.00742073234137259
"97","20131",0.00381724262714994
"98","20135",-0.0211940517238693
"99","20136",0.0154038702691152
"100","20137",-0.00114064886600795
"101","20138",-0.00356443431209272
"102","20139",0.0554392955039868
"103","20142",0.0262604437480711
"104","20145",0.00651283935155929
"105","20146",-0.0126761828018184
"106","20147",-0.00718070173818431
"107","20148",-0.00833623071109332
"108","20155",0.0333573609873824
"109","20159",0.0241506404927009
"110","20160",-0.0302447867633657
"111","20165",0.0408479776053164
"112","20169",-0.0228548149557887
"113","20173",0.0114827774619522
"114","20179",-0.0230320377554951
"115","20182",-0.00630809609950449
"116","20183",0.0653886597175518
"117","20188",-0.00588480368583804
"118","20189",0.0191222631993816
"119","20191",0.0101158276784095
"120","20196",-0.030343930954111
"121","20207",0.00844932244231409
"122","20210",0.00833408045670173
"123","20212",-0.0295045601745108
"124","20213",0.0384184179144226
"125","20220",0.0283260761654061
"126","20223",0.0629586099762828
"127","20224",0.00870987729710212
"128","20226",-0.0125546159477269
"129","20228",0.0389029695287117
"130","20229",-0.000972183848453897
"131","20231",0.0326429147556158
"132","20237",-0.00745799588294748
"133","20243",0.00873196636970023
"134","20245",0.00805869261980223
"135","20246",0.0292254676627683
"136","20248",-0.0278355275001698
"137","20250",0.00256786190926731
"138","20251",0.04349765772561
"139","20252",-0.0500826896392356
"140","20257",0.0122009980615272
"141","20259",0.0176439907260755
"142","20263",-0.0184501960364271
"143","20266",0.00315929014374582
"144","20267",-0.0143925133469404
"145","20268",0.0169077214595074
"146","20275",0.00834230973195602
"147","20279",0.00249710179304904
"148","20280",-0.0193628927174298
"149","20282",-0.0160868241751792
"150","20286",0.0487876999282632
"151","20288",-0.0117568802835148
"152","20297",-0.00480205577728855
"153","20300",0.0496804569493635
"154","20304",0.0104912137734898
"155","20305",-0.0181839895159595
"156","20310",0.0207567722214571
"157","20317",0.0026270488801429
"158","20321",-0.0756276681494484
"159","20322",0.0438839527918977
"160","20323",-0.00723778337414446
"161","20324",0.0366226648895889
"162","20328",0.0483648142528191
"163","20332",-0.00998590414165578
"164","20336",0.0231375788288145
"165","20337",0.00412096774665515
"166","20338",0.00594034280642524
"167","20340",-0.0436843859517168
"168","20341",0.00795318867552229
